-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.7,-0.38
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.31,9.62,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.62,-0.34
-0.31,9.66,-0.38
-0.31,9.62,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.31
-0.27,9.66,-0.34
-0.27,9.66,-0.31
-0.31,9.66,-0.38
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.66,-0.31
-0.27,9.66,-0.34
-0.27,9.62,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.42
-0.27,9.66,-0.34
-0.27,9.62,-0.34
-0.27,9.62,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.62,-0.31
-0.31,9.62,-0.38
-0.31,9.66,-0.38
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.38
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.31
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.62,-0.34
-0.27,9.66,-0.34
-0.31,9.62,-0.34
-0.31,9.62,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.62,-0.38
-0.31,9.62,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.62,-0.34
-0.31,9.62,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.31,9.66,-0.38
-0.31,9.66,-0.38
-0.31,9.62,-0.34
-0.27,9.66,-0.38
-0.27,9.62,-0.34
-0.31,9.62,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.38
-0.27,9.62,-0.34
-0.31,9.66,-0.38
-0.27,9.62,-0.34
-0.27,9.7,-0.34
-0.27,9.66,-0.34
-0.27,9.62,-0.38
-0.27,9.66,-0.31
-0.31,9.66,-0.34
-0.31,9.62,-0.34
-0.27,9.66,-0.38
-0.27,9.62,-0.34
-0.27,9.66,-0.42
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.31,9.62,-0.31
-0.31,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.62,-0.34
-0.27,9.66,-0.31
-0.31,9.66,-0.38
-0.31,9.62,-0.38
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.31
-0.27,9.66,-0.34
-0.27,9.66,-0.31
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.62,-0.38
-0.27,9.62,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.23,9.66,-0.38
-0.31,9.66,-0.38
-0.27,9.62,-0.38
-0.27,9.66,-0.34
-0.23,9.62,-0.31
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.62,-0.34
-0.31,9.7,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.66,-0.34
-0.31,9.62,-0.34
-0.31,9.66,-0.34
-0.27,9.62,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.62,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.62,-0.31
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.62,-0.31
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.62,-0.31
-0.27,9.66,-0.31
-0.27,9.62,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.62,-0.38
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.62,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.62,-0.34
-0.27,9.62,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.66,-0.31
-0.27,9.62,-0.38
-0.31,9.66,-0.38
-0.31,9.66,-0.38
-0.27,9.62,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.38
-0.31,9.62,-0.34
-0.31,9.66,-0.38
-0.27,9.62,-0.34
-0.27,9.66,-0.38
-0.31,9.62,-0.38
-0.31,9.62,-0.34
-0.31,9.62,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.23,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.23,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.62,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.31
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.7,-0.34
-0.31,9.66,-0.38
-0.27,9.62,-0.34
-0.27,9.66,-0.31
-0.27,9.66,-0.38
-0.27,9.66,-0.31
-0.27,9.62,-0.38
-0.31,9.66,-0.34
-0.27,9.62,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.62,-0.34
-0.31,9.66,-0.42
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.62,-0.34
-0.27,9.66,-0.38
-0.31,9.66,-0.31
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.7,-0.42
-0.27,9.66,-0.38
-0.31,9.7,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.62,-0.31
-0.31,9.7,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.7,-0.34
-0.27,9.66,-0.31
-0.31,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.62,-0.34
-0.31,9.66,-0.31
-0.27,9.66,-0.38
-0.27,9.62,-0.38
-0.27,9.66,-0.38
-0.31,9.66,-0.38
-0.31,9.66,-0.38
-0.27,9.7,-0.38
-0.31,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.66,-0.31
-0.27,9.62,-0.38
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.31
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.7,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.7,-0.38
-0.27,9.62,-0.34
-0.27,9.62,-0.34
-0.27,9.62,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.62,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.62,-0.31
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.31
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.34
-0.23,9.66,-0.31
-0.31,9.66,-0.34
-0.31,9.62,-0.34
-0.27,9.66,-0.34
-0.31,9.62,-0.38
-0.27,9.62,-0.38
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.62,-0.31
-0.31,9.66,-0.34
-0.27,9.66,-0.38
-0.31,9.66,-0.38
-0.31,9.66,-0.31
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.31
-0.27,9.62,-0.34
-0.27,9.66,-0.38
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.62,-0.31
-0.27,9.66,-0.38
-0.23,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.7,-0.34
-0.31,9.62,-0.34
-0.31,9.7,-0.34
-0.23,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.62,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.31
-0.23,9.66,-0.34
-0.27,9.66,-0.38
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.31
-0.27,9.62,-0.34
-0.27,9.66,-0.38
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.62,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.62,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.7,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.62,-0.38
-0.27,9.66,-0.34
-0.27,9.62,-0.34
-0.31,9.66,-0.34
-0.31,9.62,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.62,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.62,-0.34
-0.31,9.66,-0.38
-0.27,9.62,-0.42
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.62,-0.38
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.66,-0.38
-0.27,9.62,-0.38
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.62,-0.38
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.38
-0.27,9.62,-0.38
-0.27,9.66,-0.38
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.66,-0.38
-0.31,9.66,-0.34
-0.31,9.66,-0.31
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.62,-0.34
-0.27,9.66,-0.34
-0.27,9.62,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.38
-0.31,9.62,-0.34
-0.31,9.62,-0.38
-0.27,9.66,-0.38
-0.27,9.62,-0.38
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.62,-0.34
-0.31,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.7,-0.38
-0.31,9.66,-0.31
-0.31,9.66,-0.34
-0.27,9.66,-0.38
-0.31,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.62,-0.34
-0.27,9.66,-0.38
-0.31,9.66,-0.38
-0.23,9.62,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.66,-0.38
-0.23,9.66,-0.38
-0.31,9.66,-0.38
-0.31,9.66,-0.34
-0.31,9.66,-0.31
-0.27,9.66,-0.31
-0.27,9.62,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.38
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.31,9.62,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.62,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.38
-0.27,9.66,-0.38
-0.27,9.62,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.62,-0.34
-0.27,9.7,-0.34
-0.31,9.66,-0.38
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.62,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.62,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.7,-0.34
-0.27,9.62,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.38
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.62,-0.38
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.7,-0.34
-0.31,9.66,-0.34
-0.23,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.62,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.62,-0.38
-0.27,9.62,-0.34
-0.31,9.66,-0.38
-0.31,9.62,-0.34
-0.31,9.66,-0.38
-0.31,9.62,-0.34
-0.27,9.62,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.31
-0.27,9.66,-0.31
-0.27,9.66,-0.38
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.38
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.66,-0.34
-0.31,9.7,-0.34
-0.27,9.66,-0.34
-0.27,9.62,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.62,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.31
-0.27,9.66,-0.34
-0.27,9.62,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.7,-0.34
-0.31,9.66,-0.38
-0.27,9.66,-0.31
-0.27,9.62,-0.34
-0.27,9.66,-0.38
-0.31,9.66,-0.38
-0.27,9.62,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.27,9.66,-0.38
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.7,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.31
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.27,9.66,-0.38
-0.27,9.66,-0.38
-0.27,9.62,-0.38
-0.27,9.62,-0.38
-0.27,9.62,-0.38
-0.27,9.62,-0.34
-0.31,9.66,-0.38
-0.27,9.66,-0.38
-0.27,9.66,-0.38
-0.31,9.66,-0.34
-0.27,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.34
-0.31,9.66,-0.38
